text,label
এই প্রথম আপনার কোন স্টাটাস আমার এত ভাল লাগল,0
এটা রাজনৈতিক প্রনদিততাছাড়া এভাবে কেউ ভাংঙ্গে,2
এক কথায় বলব এগিয়ে যান  চোরেরা যত বড়ই হোক পতন তাদের হবেই হবে,0
৯০ টাকার টিকেট ২৫০ টাকায় কালোবাজার থেকে কিনেও লোকজন ব্রাহ্মণবাড়িয়া থেকে কুমিল্লা যায় !এতে বুঝা যায় রেলের প্রতি লোকেদের আগ্রহ আছে !এখন দরকার পুরাপুরি ডিজিটালকরণ !কাউন্টার এর বাহিরে ডিসপ্লে থাকবে যেখানে দেখা যাবে কোন কোন আসন বিক্রি হয়েছে আর কোনগুলো খালি আছে !তাছাড়া ট্রেনের টাইম সিডিউল ঠিক থাকা চাই যে কোন মূল্যে !,3
ভালো ন্যায় ও মহৎ কাজে বাধা আসবেই; আশা করি আপনারা দমে যাবেন না...আল্লাহ আপনাদের হেফাজত করবেন!,0
*.. বাঙ্গালীর ইতিহাস ছাত্রলীগের ইতিহাস ছাত্রলীগের ইতিহাস বাঙ্গালীর ইতিহাস।। .........বঙ্গবন্ধু শেখ মুজিবর রহমান ..........জয় বাংলা.........জয় বঙ্গবন্ধু...,0
কাঁঠাল পাতা ভেবে বটপাতা চর্বন করার ছাগল গুলো ঠিক এরকমই বোধহয় যেমন Mozammel Hoque Shahid কখনও কোনো অভিযোগ করতে হলে নিশ্চিত হয়ে নেয়াই বুদ্ধিমানের কাজ।,3
সব কিছুই ইমরানের কৃতিত্ব  ইমরান কোন স্বাথর্ ছিল না,0
এটা একেবারেই ঠিক হয়নি ৷ যে বা যারা করছে তাদের মাথা কাটা উচিত,2
গুদামে সম্ভবত মালপানি শর্ট পড়ছে তাই হয়তো ইমরান এইচ সরকার এরকম শুরু করছে!!!,0
শফিক রেহমানের বয়স ৮১ বছর তাকে গ্রেফতার করা সরকারের উচিত হয়নিতাহলে গোলাম আজম কে বয়স বিবেচনায় আমৃত্যু কারাদন্ড দিলে এত লাফাইছিলেন কেন?,2
আপনারা ভীত বা বিচলিত হবেন না বিচলিত হবে তো তারা যারা অসৎ পথে আছে নিজ দায়িত্ব থেকে কখনো পিছ পা হবেন না সফল আপনারা হবেন দুর্নীতিবাজদের সোজা করতে একটুতো বেগ পেতেই হবে।,4
ভাড়া বাড়ালে সেবার মান বাড়বে এটি একটা ভাওতাবাজি রেলের কর্মচারী সরকারী বেতন পায় ভাড়া কম বেশীর সঙ্গে এর কোন সম্পর্ক নাই সেবা দিলে এরা বর্তমান কাঠামোতেই দিতে পারে  তবে ভাড়া বৃদ্ধি -ট্রেনের সময়সূচী ঠিক না রাখা এগুলি যাএী হয়রানির পরিকল্পিত কৌশল  উদ্দেশ্য যাএীদের ট্রেনের পরিবর্তে বাসের দিকে ঠেলে দেওয়া ,2
শফিক রেহমান একটা বেয়াইদাপ,2
ভাই এরা মানুষ নামে জানোয়ার,2
প্রতিমা নিয়ে এত কথা মুসলিম মেরে শেষ করে দিচ্ছে করও কোন মাথা ব্যাথা নেই,2
ইসলাম ধর্ম এইসব সমর্থন করেনা যারা এই জঘন্য কাজ করেছে তাদের শাস্তি দাবি করছি আর সরকার যদি প্রকৃত দোষীদের ধরতে না পারে তবে মনে করবো সরকার দলীয় লোকজন এটাকরেছেনআর আপনারা যদি প্রকৃত অপরাধীর বিচার দাবি না করে শুধু শুধু সব মুসলমানদের দায়ি করেন তবে মনে করবো আপনারা নাটক করছেন,1
জরিমানার পরিমান বারালে ভালো হত,3
যারা নিজেকে রক্ষা করতে পারে না তারা কিভাবে অন্যকে রক্ষা করবে,1
ঢাকা বিমানবন্দরে কম’রতদের মধ্যে যাহারা ঘুষখোর চোর বাটপাড় তাহাদের পথের কাটা হলেন আপনারা ঐসব রাজাকারদের বিরুদ্ধে যুদ্ধ চালিয়ে যান বন্দরটাকে রাজাকার মুক্ত করেন,0
নোংরা রাজনৈতিক অপকৌশল বন্ধ সেই সাথে হাজারও মায়ের বুক খালি কড়া বন্ধ কর।আর কত বল তোমার মতের বিরুদ্ধে কথা বললেই তাকে ১৪ রডের ভিতরে নিয়া ডুকাবা। তুমি এমন কি হয়েছ যে তোমার মতামতের ভিন্ন কোন মতামত থাকতে পারেনা ।,3
সেটাতো ইহুদি খৃষ্টান ধর্মের অনুসারিরাও করে। আল্লাহ ও তাঁর রাসুলের (সাঃ) প্রতি বিশ্বাস ও তাঁদের বানীর অনুসারীরা মুসলিম না।,1
Dr. imran H sarker উনাকে গ্রেফতার করা হয়েছে মৃত্যুদন্ড না। আপনি মনে হয় swapon shikder er reply বুজেন নি,1
আমার মাঝে মাঝে মনে হয়  আওয়ামীলিগের জন্ম গতো দোষ আছে।এই কারণে তারা 100% সত্য বিষয় টা শিকার করে না।,2
অনেকেই ধর্মকে ব্যবহার করেন|নির্বাচনের সময় হলে হজ্জ্বে যানতসবিহ নিয়ে বসেন|আবার নির্বাচন শেষ হলে মন্দিরে গিয়ে পূজাও করেন|,3
ছাগল,2
সালার মিডিয়া এখন তদের চোখ খুলচে,2
তোর কি??? ইমরান,2
ব্যাবহারে বংশের পরিচয় কে মানুষ কে অমানুষ তা বোঝাই যাচ্ছে @ সম্রাট,3
এই কাজ যে কোন হিন্দু লোক করে নাই তা কে জানে বলেনকারণ আমরা দেখি নাই,3
১০০% সত্য কথা বলছেন,0
এ গল্প কোনদিন শেষ হবে না!,1
হাছানী!,2
এই উটকো সংস্কৃতি বন্ধে সরকারের এগিয়ে আসা উচিৎ,3
ধন্যবাদ জানাই কর্তব্যরত পুলিশ ভাইদের,0
আপনার আঙ্গুলের ছাপ ব্যাবহার করে নির্দোষ আপনাকে যেদিন বোমাবাজ বানানো হবে সে দিন বুজবেন সিম রেজিঃমজা কি? এটা সেই দেশ ঘুষ না পেলে পুলিশ যাবজ্জীবন জেল ও খাটাতে পারে,2
কেও ভুল কোরেও একটি বারো লেখেনি ওই সইতানের ফাসি চাই জানি কেও বলবেনা কারন লজ্জ লাগছে,1
ইমরান ভাই আপনাকে সামনে থেকে দেখিনি তবে দূর থেকে দেখে শিখেছি প্রতিকুলতার মাঝে দাড়িয়ে কি ভাবে যুদ্ধে বিজয়ী হতে হয় ! আল্লাহ আপনাকে নেক হায়াত দান করুক আমিন-,0
এখন আপনাকে বদলি করানোর জন্য উঠে পরে লাগবে! তারপর তাদের পছন্দ মত কাউকে আনবে! এই লোক গুলা যে বাটপার তা সবাই জানে! আপনি আপনার আইনের ক্ষমতার সবটুকু ব্যাবহার করে এই ব্যাটাকে মোবাইল কোর্ট বসায় শাস্তি দেন। কিন্তু ভয় একটাই এদের আবার পলেটিক্যাল লিঙ্ক থাকে। তা ব্যবহার করে আপনারই না কোন ক্ষতি করে। :(,4
স্যারআপনাদের কার্যক্রম দেখে মনে হচ্ছে আমাদের আশার আলো এখনো নিভে যায়নি।গর্বে বুকটা ভরে যাচ্ছে।বাংলাদেশ এমনিতো হওয়ার কথা।আল্লাহ্ আপনাদের সহায় হোন।আমিন।,0
ধর্মানুভূতি কেবল ইসলাম ধর্মের অনুসারীদের ক্ষেত্রে প্রযোজ্য়,1
আলহামদুলিল্লাহ্‌ আল্লাহ হেফাজত কর,0
আজ আমার বোনকাল আপনার বোন পরে আপনার মেয়েতার আরেকজন এর পালা এই ভাবে চলতে থাকলে আমাদের বোনেরানেয়েরা লেখা করতে পারবেনানিরাপদেরাস্তায় চলা ফিরা করতে পারবেনা আসুন সবাই মিলে প্রতিবাদ করি।এর দায়িত্ব শুধু কুমিল্লাহ র ছাত্র- ছাত্রী ভাইবোন দের না। আমার আপনার সকলের। আমি মনে করি বাংলাদেশের সকল শিক্ষা প্রতিষ্ঠানের ছাত্রছাত্রীশিক্ষককর্মচারীঅভিবাবকসচেতন নাগ রিক মাত্রই প্রতিবাদ করা উচিত।,4
কিরে পাগলের বাচ্চা তুই কোন ধরনের মুসলমান,2
আমরা এর তীব্র প্রতিবাদ জানাই এবং তার সুর্ট বিছার ছাই,0
আসলে যে নারী ছাড়া পুরুষ এক পাও এগুতে পারে না তাদের প্রতি কেন এতো অবিচার,1
যা বলছেন তা আমার মনেহয় সত্যি,0
প্রতিদিন ই তো দেখছি এসব বন্ধ হবে কবে??? যোগ্য লোক নিয়োগ না দিলে বিমান বন্দর এর সব লোক জেলে পাঠালেও অপরাধ কমবে না,2
পুলিশের ভালো কাজের প্রসংশা খুব ভালো লাগে,0
ধন্যবাদ পুলিশ ভাইদের,0
বিচার কোনদিন হবে নাসাগর/রুনির হয়নিফারুকির হয়নি৭খুন মামলা হয়নিযাযক হত্যপুরোহিত হত্যাপীর হত্যামুয়াজ্জিন হত্যাবিদেশি হত্যা এগুলো যখন বিচার পায় নি আর তনুর কথা তো আনেক দূরের কথা,1
এটা ভাই আপনারা করেন অন্য কারও মাথা ব্যাথা নাই,3
ভালো মানুষ থাকলে দিন বদলে বেশি দিন লাগেনা স্যালুট আপনাকে,0
সব পুলিশ ভাইয়েরা যদি এই ভাবে তাদের অপিত দায়িত্ব পালন করেন আল্লাহর রহমত তাদের সাথে সব সময়ই থাকবে শুভ কামনা রইল পুলিশ ভাইয়েদের প্রতি,0
যে লোক সংসদে দাড়িয়ে শুদ্ব বাংলা বলতে পারেনাবুড়া কালে বিয়ে রেলর মতই মন্ত্রী থাকে অসুস্থ তার দাড়া যাই হউক উন্নতি হতে পারে না। কারণ বেসরকারি সংগঠন (যানবাহন)এই রেল পথ পক্ষে না।,3
সব নাস্তিকদের বাঁশ দিতে হবে দেখি,2
অস্যাধারন লেখনশৈলী,0
সব গুলো কে লাথি মেরে বাহিরে পাঠানো হোক হারামীর দল,2
আবু সাইদ ভাইদের বড্ড দরকার এই দেশটার,0
মাফ ক‌রে দিলাম ত‌বে অ‌তি উত্তম কাজ ক‌রে‌ছেন নব ব‌র্ষে দোয়া কইরা দিলাম,0
এদের বিচার হওয়া,1
শত কোটি প্রনাম আপনার চরণে,0
সংখ্যালগু বলে,1
আপনাদের উপর আল্লাহর রহমত বর্ষিত হোক,0
তুই সালা একটা ধান্দাবাজ,2
সিএসও কে বরখাস্ত করা হোকতিনি বিমানবন্দরে রাজনীতি শুরু করেছেন,2
আপনি একজন রিদয বান মানুষ যে অন্য একজনের ব্যথা লাগলে সে ও ব্যাথা পায,2
ইমরান সময় আছে এখনো দেশ ছার,2
ঐ নিরাপত্তা কর্মকর্তাকে ধরে আচ্ছা মতো ধোলাই করা উচিত ৷ এই চোর ছ্যাচ্চর গুলাই বুক উচিয়ে পাব্লিকের মালামাল ঝেড়ে দিতো ৷,2
আজ দুইটার সময় দেখলাম!,0
যারা একাজ করে তাদেরেকে মা কালি একদিন রক্ত পান করবে,1
যদিও পোষ্টের সাথে কথা টা অপ্রাসঙ্গিক কয়দিন ধরে আপানদের বিভিন্ন টকশো গুলোতে প্রধান বিচারপতি কে দোষী সাব্যস্ত করার মহড়ায় যে নেমেছেন তা কিন্তু বেমানান আপানাদের অতি উৎসাহী উপস্থাপিকাদের ভাব সাব এমন পারলে উনারা মিডিয়া ট্রায়েলের মাধ্যমে বিচারপতি কে অপরাধী সাজাবেন সে যে করে হোক। আজ দেখলাম প্রধান মন্ত্রী পর্যন্ত দুই অকাট্য ও বাচাল মন্ত্রী দ্রয় কে শাসিয়ে ছেন। কিন্তু তার প্রচার তো দেখলাম ই না বরং অপরিমিত দুই জনকে বাচানোর অপচেষ্টা। এ কর্ম আপনাদের সাথে যায় না।,2
এক মা-র সব সন্তান এক রকম হয় না। তেমনি ভাল এবং মন্দ দুইটাই থাকবে। কয়েক জন মন্দের কারণে আমাদের কে সব সময় অস্থির থাকতে হয়। তারপর পিছনে যাবনা বাঁচার মত বাঁচব। যদি মরতে হয় অণ্যায় এর বিরুদ্ধে লড়াই করে মরব। আমাদের প্রথম কাজ রাজাকারদের বিচার চাই।পরে আমরা প্রতিটা অন্যায় এর বিরুদ্ধে লড়ব। তার পর ও যদি আমার মত একটা মানুষের প্রাণ যায় যাক। আমাদের দেশকে আফগান আর পাকিস্তানের মত হতে দিব না। আমি একটা প্রতিষ্ঠানে কাজ করতাম ঐ প্রতিষ্ঠানে একজন জন জামাত শিবির কর্মী আছে। যার নামে অস্র দোকানলুট সহ আরো একটি মামলা আছে। মোট তিনটি মামলা আছে। তার চাচা দুইজন ইবনে - সিনা তে আছে জামাত কর্মী আরেক চাচা আমেরিকা আছেন জামাত শিবির কে আর্থিক ভাবে সাহায্য করে থাকেন। জটিল তিনটি মামলার আসামী হয়ে ও এমন একটি নামকরা প্রতিষ্ঠানে কাজ করছে পারছে কারণ তার ভাই ঐ প্রতিষ্ঠানের চেয়ারম্যান এর পি এস।,0
আপনি যেভাবে কথা বলেন কোনদিন জানি আপনাকেই............,4
তনু কে নিয়ে তো তোমার কোনো স্টাটাস দেখলাম তুমি কি ফায়দার জন্য বিচার চাও!!!!,3
তোর কথা শুনে মনে হচ্ছে তুই প্রকৃত মসুলমান না প্রকৃত মসুলমান দয়া এবং মহানূভবতাশীল।,1
ধন্যবাদ আপনাকে,0
সঠিক কাজটা করা হয়েছে,0
যমুনা সেতুর পশ্চিম পাড়ে একজন পুলিশ ও তিনজন মানুষ গাড়ী এক্সিডেন্টে মারা গিয়েছিলো,1
যাদের জম্মর টিক নাই তারায় এই কাজ গুলা করতে পারে,1
হয়তবা সে রাঝাকার,2
স্যলুট দুলাল মামা গর্ববোধ করছি :),0
অাজ জয় হ‌বেই,0
আলহামদুলিল্লাহ,0
ফেইসবুক এর একটা ভালো দিক যারা এর বিরুদ্ধে কথা বলে তদের মুখ বন্ধ করার জন্য যথেষ্ট,0
আলহামদুলিল্লাহ্ । যাক অবশেষে সুখবর । আল্লাহর রহমতে হারানো আদরের কলিজার টুকরো সন্তানকে মায়ের কোলে ফিরিয়ে দিয়েছে ।। ধন্যবাদ ফেইসবুক ধন্যবাদ ইমরান ভাই ধন্যবাদ আইন শৃঙ্খলা বাহিনীকে ।।,0
ভাই নিজের ধম্ ঠিক রেখে অন্য ধম্ নিয়া পরে কথা বইলেনআসা করি কথা গুলো আপনার বুঝে আসবে,4
মিয়া মিয়া,0
চরম সাস্তি চাই তাদের।,2
আমি প্রয়োজনে সিম ব্যবহার করবনা তারপরো আঙ্গুলের ছাপ দিবনা,1
ধন্যবাদ সবাইকে,0
ধন্যবাদ,0
ইমরান এইচ সরকার ভাজা মাচ নাখেতে পেড়ে তার জন্য হয়ে গেছে শালা দালাল কোথায়কার শালা রনির দশা হবে তোমার।,2
খুব ভালো লাগলো কয়েকটি ভায়ের মনবতা আছেদেখে,0
মেসলমানরা পাগল হয়ে যাচ্ছে,4
ভাল কাজ সবসময় প্রশংসা পাওয়ার দাবি রাখে l,0
বিভিন্ন বিষয়ে আপনার আন্দোলন আমার খুব ভাল লাগে,0
ভগমানে নিজের মাথা নিজেই সামাল দিতে পারেনা আপনি চিন্তা করে লাব কি,4
ওরা মানুষ না,3
এই কাজগুলো আওয়ামী গুন্ডাদের কাজআর হিন্দুদের কাজ হলো অন্য ধর্মের উপর আগাত করা,2
ভন্ডামী শালীরা অমুসলিম,2
ভালতো অামার মত অাছে!,0
ইমরান ভাই এক দিন কোটি কোটি মানুষের ভালবাসায় আপনি মুদেধা হবেন মানুষ বুঝতে শিখেছে,0
ভাই এই মা গুলার জন্য একটা গণসচেতনতার পোষ্ট করুন। আমি দেখেছি উনারা নিজেদের নিয়ে এতো ব্যস্ত হয়ে যান যে বাচ্চাদের কথা মনে হয় মনেই থাকে না। আমি অনেক বার দেখেছি উনারা চুল ঠিক করতে করতে বা ফোন এ কথা বলতে বলতে বাচ্চারা রাস্তায় চলে যাচ্ছে। যা থেকে বড় যেকোন ধরনের দুর্ঘটনা ঘটতে পারে।,1
ভাইজানসব বিষয়ে আপনি একটু বেশীই বুঝেন!! একটু কম বুঝা যায় না??? সব বিষয়ে আপনার চুলকানি কেন? গণজাগরণ মঞ্চের যে লক্ষ্য তা নিয়েই থাকেন নাএতো কেন হিরো হবার শখ??,3
এ গুলি মুর্তি ?না নগ্নো শিল্পো কর্মের প্রোসার ?,3
ওনার টক শো লাল গোলাপ আমার খুবেই ভালো লাগে,0
অপরাধ কারী এবং অপরাধী কে প্রশ্রয় দানকারী দুজনেই সমান অপরাধী ? এদেকে কি বলে মোনাফেক কাফের জারজ নাস্তিক আস্তিক মালউন আরো কত কি কি বলে???????,1
নাটক বন্ধ করেন জনগন আপনার মতলব বুঝতে পারে যত্তসব ফালতু,2
হঠাৎ করা বিম্পির উপ্রে তোর দরদ উথলাই উঠলো কেরে ইমরান? খালেদার লগে বিয়া ঠিক হইছে নাকি তোর? 😎,2
দারুন লিখেছেন ''ওঁরে কাঁদতে দেন যতবার কাঁদবে ততোই আপনার মনের সাহস বাড়বে। যত মনের সাহস বাড়বে তত দেশ সেবার জেদ বাড়বে।'',0
ভাই এতদিন আপনার সবকিছুই সাপোর্ট করে গেছি কিন্তু আজকে হয়তো জামাত-বিএনপি আর ৭১ এর দোসরদের সাপোর্ট পাবেন আমার ব্যাক্তিগত সাপোর্ট দিতে পারছিনা,1
ইন্নালিল্লাহি ওয়া ইন্নাইলাইহি রাজিউন।আল্লাহ উনার সব গুনাহ মাফকরে জান্নাত বাসি করুন আমিন,1
ভাল কাজের পুরস্কার আর খারাপ কাজের তিরস্কারের সাংস্কৃতি চালু করতে হবে আমরা ভুলে গেলে চলবেনা পুলিশ ও আমাদেরি মত রক্তেমাংসে গড়া মানুষ,1
জানোয়ার দেরকে আর কত গালি দেব?,2
আপনার এই লেখাটা আমার খুব ভাল লাগলো Thanks,0
কখনো যেন থেমে যাবেন নাসকল অশুভ কে দমিয়ে রেখে এগিয়ে যান ভয় ধরিয়ে দেন এই মানুষ নামের হায়েনাদের বুকে আপনাদের জানাই হাজার সালাম,2
কে বলে ফেছবোক কারাফ শহজে একটি অসহায় ছেলে পিরে পেলো হারানো তার মা বাবা কে,0
এই সিএস ও র দরকার নাইঅনতিবিলম্ব এ এরকম করাপ্টেড অফিসার দের ছাটাই করে দেয়া উচিতসাথে সাথে এই হারামীদের চাঁদমুখ খানা মিডিয়ায়য় প্রকাশের অনুরোধ করছি,2
অামি গভিরভাবে শোকাহত অাল্লাহ তাকে বেহেস্ত নসিব করুন,1
যাক তথ্য টা পেয়ে ভালো লাগলো আমি তো ভেবেছিলাম আপনি নাস্তিক টাইপের লোক,0
সোনার বাংলা সোনার দেশ এরি নাম বাংলাদেশ মিথ্যা আসে বার বার এরি নাম বাঘ শাল ধষণ হত্যা গুম বরপুর এহার নাম জামাল পুর চোরে ডাকাত বরা এহার নাম যে ঢাকা কথা যত বলবি কম ভালো থাকবি আজিবন পুলিশ আমগু মামা কাকা জনগন তোরা দিশেহারা।,1
কিচ্ছু করার নাই Suhrid দাদা সবই ম্যাজিস্ট্রেট সাবের চক্রান্ত 😹😹😹,3
তাই বলে নবী(স) অন্য ধর্মকে অসম্মান করতে বলেন নি,4
মাননীয় প্রধানমন্ত্রীকে অনুরোধ করব গ্রাহকের কথা বিবেচন করে এই সিষ্টেম বাতিল করা,2
কি আর বলবে আমরা অনেক ভাল আছি সরকার তার কাজ করবে জনগণ ভাল আছে কি,1
অনুভুতি নাই,1
আমি কেন চাবো এই ভুল বার বার হোক??? আমি ছাই তা যেন আর কখন না হয়,1
বাংলাদেশের ইমিগ্রেশন অফিসাররা বেয়াদব অসভ্য।,2
ভাউ চট্টগ্রাম এ কখনও আসলে আমার বাসায় থাকবেন খাবেন ঘুরবেন.... এরকম একটা ভাই পেলে আমার বুক সব সময় গরবে ভরে উঠবে!!! প্রাউড অফ উ ভাই!!!,0
এর জন্য কি রাষ্ট্র ধর্ম ইসলাম বাদ দিতে চাইছিলেন,1
লোকটা এমনই কোনো স্ট্যাটাস কাজের না,1
আমিও একমত,0
হেআল্লার তার গুনা সব মাফ করে দিয়,1
বাইন্ধা ঝুলাইয়া দেন সব গুলা চোর,2
আমি আমার নিরাপত্তা কেনো ভিনদেশী কাছে বিকিয়ে দেব? আমি বাংলাদেশের স্বাধীনতায় শ্রদ্ধাশীল ফিঙ্গারপ্রিন্ট নিতে হলে সরকারী ভাবে সংগ্রহকরা হোক,2
ভাই শূন্য একটা কমান ' এত দিন বাঁচবেন না উনি 😂😂😂😂😂,1
হায়রে আপনার চেতনা,1
অভিনন্দন পুলিশ এবং গণমাধ্যম (ফেসবুক)-কে। শিশুটির জন্য দোয়া রইলো শিশুটি সত্যিই সৌভাগ্যবান।,0
জে করছেন খুব ভাল কাজ করছেন দন্যবাদ,0
সংবাদ টা সবাই বেশি বেশি করে শেয়ার করুন যাতে সব যাএি রা দেখতে পায় এবং তাদের পাওনা বুযে নিতে পারে,0
আপনার মত দালাল যত দিন বানান সম্ভব,0
আর ও ভাল কিছু দেখতে চাই,0
জব্বর লিখছেন স্যার—আমিতো ইন্নালিল্লাহ পড়ে ও পড়ি নাই,0
প্রয়োজন এ মোবাইল ব্যাবহার করবো তাতবু আঙ্গুলের ছাপা দিবো না।,1
ভাই Kamruddin Babu#আমার জানামতে বাংলাদেশের আইনানুযায়ী প্রেসিডেন্ট আর প্রধান বিচারপতি ছাড়া বাকি সবার বিরুদ্ধে যে কেউ মামলা করতে পারেনআইন রক্ষা কারি বাহিনী আইনের আওতায় আনতে পারেন।এখানে আওয়ামীলীগ /বিএনপি etc etc....কেউ আইনের উর্ধে নয়।কিন্তু দুঃখের কথা হলো আমাদের দেশে আইনের ব্যাবহার থেকে অপব্যাবহারটাই বেশি হয়।যেমন কিছুদিন আগেও গোলামআজম কে কেন গ্রেফতার করা হচ্ছেনা তার জন্য এই ইমরান সরকার সাহেবই কিন্তু সরকার কে বিভিন্ন রকম আল্টিমেটাম দিয়েছিলেনআজ উনিই এর বিরুদ্ধে কথা বলছেন শফিক রেহমানের পক্ষে হয়ে।অথচ এই ব্যাক্তিই কিন্তু কর্মচারী দের বেতন আত্তসাত করে পালিয়ে জাবার সময় বিমান বন্দর থেকে গ্রেফতার হয়েছিলেন।আমি জানিনা আমার এই কথা গুলো ইমরান সাহেবের নজরে আসবে কিনাযদি আসে তবে উত্তরটা দিবেন আসা করি।,1
আমরা যারা ছাত্র তাদের ইডি কারড নেই তাই আমার মনে হই এক কপি ছবি না জন্ম নিবন্ধন এর নাম্বার,1
মরলেবুজবে ছাইয়ানঠকাকেবলে,2
এটা করা বোকার কাজ,1
যদি আইনে থাকতো তাহলে এমন নির্লজ্জ আচরনের জন্য কোটি টাকা জরিমানা করলেও কম হতো! গরিব অসহয়া সহজ-সরল মানুষেরাই সব সময় ভুক্তভোগী,1
রাজশাহী থেকে আব্দুলপুর মাঝখানে নন্দনগাছী রেল ষ্টেশণ প্রায় বার বছর থেকে বন্ধ নাই কোন ষ্টেশন মাস্টার সাধারন জনগনের যাতায়াত খুব অসুবিধা তাই জনগনের মাঝে খবের সৃষ্টি হচ্ছে কিন্তু মাননীয় রেল মন্তীর সদয় দৃষ্টি দিয়ে নন্দনগাছী রেল ষ্টেশন পুনরাই চালু করার জন্য বিষেশ অনুরোধ,2
রাষ্ট্রধর্ম ইসলাম বাতিল দাবির পৃষ্ঠপোষক ৭১ টিভির লাইসেন্স বাতিল করা হোক,2
ওরা মানুষ না,1
শফিক রেহমান সাহেব ছোট অপরাধি নাকি বড় অপরাধী এই রায় দেবে আদালত আপনি বলার কে???,2
ধন্যবাদ,0
কেমন করে একটা ভাল কাজ করেছে,0
এই সরকার জেন ছেলে কে তার মার কাছে ফিরিয়ে দেয়,1
এ গুলো এই ভাল মানুষ টার আবদান ওনারা পারবে আমাদের কে দেশকে পালটে দিতে,0
সব তথ্য দেওয়ার পর আবার তথ্য দেওয়া মানেই টেক্স পাকি দেওয়ার জন্য ঠিকমতন নিবন্ধ করে নাই চোরের দল যত সব,2
বিচার চাই,2
আমিত জানি সব মন্দিরে ঠাকুরা অবস্থান করে তারপর কথা মন্দির গুলোত আর মাদ্রাসা মসজিদের সীমানা হাফিজিয়া মাদ্রাসা বা মুসলিমদের ঈদগাহ মাঠে তৈরি করেনা যত মন্দির আছে সবই তাদের সীমানা তে ত কি করে এটা সম্ভব হয় আমরা যে চোখ বা মাথা থাকতে অচল আর একমাত্র ইমরান সাহেব সচল,1
সহমত,0
যে মুরতির খমতা নাই নিযেকে বাচানো সেই মুর্তি নিয়ে এত ভাবনা কেন?,2
৭১ টিভি ও ফ্রেশ ব্র্যান্ডের সকল পন্য বর্জন করুন ফ্রেশ থাকুন.... বাংলাদেশের প্রধান ইসলাম বিদ্বেষী মিডিয়া হলো একাত্তর টিভি। আওয়ামীপন্থী সাংবাদিক মোজাম্মেল বাবু ৭১ টিভি শুরু করার পর ২০১৩ সালে মেঘনা গ্রুপের কাছে ৫১% শেয়ার বিক্রি করে দেয়। শুরুর দিক থেকেই ৭১ টিভি প্রচন্ড ইসলাম বিদ্বেষী ভুমিকা পালন করে আসছে। উত্সাহ দেয় নাস্তিকদের বিভিন্ন কর্মকান্ডের। গত কয়েকদিন ধরে রাষ্ট্রধর্ম ইসলাম নিয়ে ৭১ টিভি কিছু টকশো আয়োজন করে। সেই টকশোগুলোতে প্রত্যক্ষ্যভাবে ইসলাম যেন রাষ্ট্রধর্ম না থাকে সেই জন্য বিভিন্ন ধর্মহীন লোকদেরকে টকশোতে এনে ইসলাম বিদ্বেষী মনোভাব প্রচন্ডভাবে প্রকাশ করতে থাকে। ৭১ টিভি সব সময়ই আলেম ওলামাদের হেয় করার চেষ্টায় থাকে। এইভাবে প্রতিনিয়তই মেঘনা গ্রুপের মালিকানাধীন ৭১ টিভি ইসলামের বিরুদ্ধে অবস্থান নিয়ে আসছে। একজন মুসলিম হিসেবে আপনার আমার ঈমানী দ্বায়িত্ব হলো ৭১ টিভি সহ এদের পণ্য বর্জন করা। মেঘনা গ্রুপের উল্লেখযোগ্য ব্র্যান্ড হলো ফ্রেশ। ফ্রেশ ব্র্যান্ডের কোনো পণ্য কিনে মূলত আপনি ৭১ টিভিকেই টাকা দিচ্ছেন। চিন্তা করুন আপনার টাকায় ৭১ টিভি ইসলাম বিদ্বেষী ভুমিকা পালন করছে। আসুন নিজে ও ইসলামকে ফ্রেশ রাখতে ফ্রেশ ব্যান্ড বর্জন করি।,1
কিছু কিছু জানোয়ার আছে যেগুলো মানুষের ঘরে জন্ম নিয়ে মানুষ হয়নি হয়েছে পশু,2
জনাব magistrate সাহেব আপনার নিরাপত্তা রক্ষী নাই ওনারা মাননীয় আদালতের সামনে এই ভাবে হট্টগোল কেমনে করতে পারে এই চোরের দল কে জেলখানার ভিতরে বন্দী করে রাকেন,2
আরিফ ভাইকে হাজার ছালাম,0
এটা আমাদের জাতির জন্ন্য অসম্মান জনক একটা কাজ,1
। tnx#তৌফিক,0
আমি কিছু কমু না কইলে যদি,4
কি হয়েছে?,4
এই সেই লোক যে রাজাকার শিরমণি গু আজমের পরিবার কে গায়ের জোরে ভি আই পি সুবিধা দিয়েছিল! https://www.youtube.com/watch?v=Wts4F0zk_8o,2
ফেজবুক এর মাধ্যমে এটি সহজ হয়েছে  ধন্যবাদ ফেজবুক ধন্যবাদ ডা : ইমরান সাহেব ধন্যবাদ পুলিশ বাহিনীর সদস্য দেরকে,0
সমালোচনার জন্য ধন্যবাদ সমালোচনা তারেই সাজে যে ভালবাসতে জানে,0
স্যালুট... কিন্তু শাস্তিটা কম হয়ে গেল না!!! আর মূল কেসের কি হল? যাত্রীর অভিযোগ (মানিব্যাগ থেকে চুরি) কি প্রমান হয়েছে? হলে নিরাপত্তা কর্মী দুজনের শাস্তি কি হল?,1
তোর বোনরে খামু ans:balo kam to,2
তোমার মত নাম ধারী মুসলমানরা এসব করে বেড়ায় আর দোষ পরে খাটি মুসলমানদের তাই ভাল হয়ে যা,2
