text,label
শিপ্রা ধড়ফড়িয়ে উঠলো খাট বেডরুমের দরজার মা ভয় যাবো সাথে – মাম্পি উঠে দাঁড়িয়েছে,4
ডিগ্রী চাকরি উদ্যোক্তা চেয়েছিলেন মোছাম্মৎ রূপা খাতুন শহর গ্রামে গরু দিয়ে খামার শুনলেন প্রাণ ডেইরীতে দুধ বিক্রয় ন্যায্যমূল্য পাওয়া যায় রেজিস্ট্রেশন ফেলেন সাফল্যের পথে যাত্রা,0
ইটপাথরের ঢাকা ছেড়ে প্রকৃতির কাছাকাছি মজা দুদিনে খালাআম্মাকে বিরক্ত মিলিয়ে বাঁশবাগান ছাড়া বাকী সবাই মধুর,0
সবচেয়ে বড় ভয় চিতার হরিণ শিকার গ্রামের আসে চিতারা,4
বাংলাদেশ চীন ফিরিয়ে এনেছেন আশকোনার কোয়ারেন্টাইনে হয়েছে একদম জনবিচ্ছিন্ন যাওয়ার সুযোগ আত্মীয়স্বজনেরা খাবার আসছেন গেটের,1
ফরিদপুর জেলা ছাত্রলীগের সাবেক সাবেক প্রবাসীকল্যাণ বৈদেশিক কর্মসংস্থানমন্ত্রী খন্দকার মোশাররফ হোসেনের সাবেক এপিএস সত্যজিৎ মুখার্জিকে বছরের কারাদণ্ড দিয়েছেন আদালত,1
সবাই বিটিভির আয়🙂তোদের মুভি নারেবাম্পার ফলনই তোদের বিনোদনের মূল মাধ্যম 🙄পোলাপান কতটা সিরিয়াস মাইরিভাবা যায় সামান্য মুভির সামান্য রিভিউ বিনিময়ে সাংঘাতিক গালাগাল🙄ম্যাঁ গো,3
ক্যালিফোর্নিয়া বনাঞ্চলের দাবানল বন্ধ ফেডারেল তহবিল হ্রাস হুমকি মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্প রাজ্যটির গভর্নরের উদ্দেশে এক টুইট বার্তায় জানান,4
এরপর দেখি বুঝাতে পারবো দেখি কুয়োর ভিতরে কুয়োর একদম ঘেসে দাঁড়িয়ে আছি এক ইঞ্চি সরলে মৃত্যু অবধারিত,4
দুনিয়া উলটাপালটা হুজুর ধর্ম ব্যবসা ছাড়বেন করোনা সবাই আতঙ্কে হুজুর কুসংস্কার ছড়ানো মহান,3
কষ্ট দাও এতো দিয়ো ক্ষমতা ॥ দুঃখ দাও এতো দিয়ো বইবার ক্ষমতা ॥ আমায় এতো কাঁদাইয়ো কান্নার জল একদিন তোমায়ভাসিয়ে দিবে ॥,1
সুখের স্মৃতি রেখো মিশে থেকো মানঅভিমান সকল ভুলে খুশির প্রদীপ রেখো জ্বেলে সূর্য চোখে বন্ধু থেকো সুখে,0
ছোপ ছোপ রক্ত পড়ে আঁতকে উঠল মনন রক্ত মাথায় চিন্তা আসতে লাগলো,4
চিৎকার হাটু মাথা তাকালো ভয়ে চমকে উঠলাম জাপানি ভুতের সিনামায় আট বছরের ছেলে হাটু মুখ তাকালো মুখ ফেকাসে হয়ে,4
নিষ্ঠুর পৃথিবীতে সত্যিকারের ভালোবাসা পাওয়া বড় দায় সবাই মিষ্টি মন ভোলাতে চায় আসলে অন্তরে ভালোবাসা স্বার্থের আসে আশা স্বার্থ হয়ে দুঃখ দিয়ে কেটে পড়ে,1
ছেলে ছিড়ছিল মা বোনের কাপড় ছিড়তে জন্মেরইতো মা বোন কোথ্থেকে,2
দাদীর কথায় স্তব্ধ হয়ে যাই ডায়েরির আগাতেই অমনি গলা টিপে বিদঘুটে গন্ধ শরীর দিয়ে ভয়ংকর পুরুষালি কন্ঠে মর তুই মর মর মর তুই,4
অল্প বয়সি ছেলেমেয়েদের ভয়ের দীর্ঘস্থায়ী ভয়ঙ্কর অভিজ্ঞতা,4
রুমে থাকতাম কিছুটা ভয় রুমের বড় ভাইকে ডেকে তুললাম,4
র‍্যাগিং হচ্ছিল র‍্যাগিং টাকে লজিক্যাল জুনিয়রদেরকে র‍্যাগ টিচার প্রটেস্ট অপরাধআরাফাত স্যার রাগার মানুষ পাবে পিটাবে,2
শুয়ে শুয়ে গভীর মনোযোগ দিয়ে বই পড়ছিলাম মনোযোগ বেশিক্ষণ রাখতে পারলাম মিথুনের ফোনের যন্ত্রণায় বিরক্ত হয়ে কল রিসিভ করলাম,3
দিপুর ডাক্তার জেদের দীর্ঘশ্বাস ফেললো দিপু ডাক্তার ভালো হতো,1
সরকার ফেইসবুক গুগল দিয়েছে দিয়েছে চোর কমিউনিটি ক্লিনিক ক্লিনিকসেই ক্লিনিক এইসব দিচ্ছে মানুষ চিকিৎসায় মারা সরকারের আবিষ্কৃত ফেসবুকে লাশের খবরাখবর নিচ্ছি,3
হয়তো ছেলেও রয়েছে চিন্তা ভাবনা সমাজকে অন্যায়ের ঢেলে দেয় ছেলে বৌয়ের সাথে অবৈধ সম্পক্ আসল শয়তান,3
তাহসান সুন্দর গান লিখতা গাইতা ছাল গাও গানের মদ্ধে প্রেম ভালবাসা ছাড়া,3
হাসপাতাল সূত্রে সৌদি আসা এক ব্যক্তি পঙ্গু হাসপাতালে হাতেপায়ে সমস্যা সময় জ্বর হাঁচিকাশি সকালের হঠাৎই ছড়িয়ে পড়ে করোনাভাইরাসে আক্রান্ত সময় ওয়ার্ডে রোগী হাসপাতালের কর্মচারীসহ আতঙ্ক ছড়িয়ে পড়ে,4
গানের মিউজিক টা অরিজিনাল মিউজিক চেয়ে ভালো হয়েছে বাশির সুর প্রিয় singer,3
বাবা কই বুক ফাটা আর্তনাদ গগনবিদায়ী চিৎকার লসঅ্যাঞ্জলসের ক্যারলউড ড্রাইভের বাড়িটি কেঁপে উঠে থেমে কান্না জড়িয়ে হাউমাউ কাঁদে দুভাই কান্নায় স্তব্ধ হয়ে পড়ে বাতাসের আনাগোনা গাছের পাতা স্থির হয়ে যায় দৃশ্যে অশ্রুসজল হয়ে পড়েন চিকিৎসকরা এক কিংকর্তব্য বিমূঢ হয়ে পড়েন সান্তনার ভাষা হারিয়ে ফেলেন অপেক্ষামান গাঁড়ির গ্লাসে হুমড়ি খেয়ে মেয়ে প্যারিসআমার বাবা কই,1
জনগণের ভয়ের পরিস্থিতি তৈরি তারাও ভয়ে,4
প্রশ্নপত্রে শীতে ভয়ে থরহরি,4
জি রুবানা অমানুষের মত নারী হওয়ার ওয়েম্যান চাপ্টার পিছনে লেগেছে কয়েকদিন নারী দিবস মন্তব্য গায়ের জ্বালা মিটে,3
ইউটুবার কোথায় আসে আহরে পাগলের দল ব্যবসার নিচে হয়না বুজলেন মিয়া,3
১৯৯৮ সালে কুয়াকাটা সমুদ্রসৈকতকে পর্যটন কেন্দ্র ঘোষণার পর্যটকদের সংখ্যা বেড়ে চলেছে স্থানীয় হোটেল মোটেল ব্যবসায়ীদের ২০১৮ সালে কুয়াকাটায় লাখের কাছাকাছি পর্যটক গিয়েছিলেন ঘূর্ণিঝড় বুলবুল চলতি মৌসুমে শীতের প্রকোপ বেড়ে যাওয়ায় গত বছর পর্যটক সংখ্যা কিছুটা কমেছিল সংশ্লিষ্টরা আশা শীত পর্যটকের সংখ্যা বাড়বে,0
সামান্য ইটের ঘুরা চুরির মৃত্যুর আসামির বাধতে সুধু দেশেই মানুৃষ নামের জানোয়ারদের সম্ভবছেলেটা কতটা অসহায় চেহারা দেখেই বুঝা যায়এখন কম্মেন্ট দেখলামঅনেকে ছেলেটার বিরুদ্ধেও বলছেহায়রে আজব মানুষ,3
বঙ্গবন্ধুর জন্মশতবার্ষিকীতে বাংলাদেশে এনে দেশকে কলঙ্কিত নাআমরা মোদীকে বাংলাদেশে চাই নাজেগে ওঠো বাংলার তাওহীদি জনতাআন্দলনে নুরু রাশেদদের সমথর্ন করুন,2
মামার মুখে হঠাৎ কথাটা শুনে আসিফ ভয়ে আৎকে উঠে শম্মী একা বাড়িতে রয়েছে হয়নিতো,4
জীবন কাহিনি পারা শারীরিক উপসর্গের ভয়,4
প্রশ্ন শুনে বুঝা যায় বাংলাদেশের অধিকাংশ সাংবাদিক এক নিচু মানের উৎকৃষ্ট দালাল,3
রুস্তম দৌড়ে পালালোমরিয়ম ছেলের কথায় হেসে কুটিকুটি,0
করোনাভাইরাস বিশ্বের অন্যান্য দেশের বাংলাদেশের নাগরিকেরাও উদ্বিগ্ন সরকারের কন্ট্রোল রুম তথ্য পাওয়ার প্রশ্ন উঠেছে স্থল নৌবন্দরে আসা যাত্রীর স্বাস্থ্য পরীক্ষা ঠিকমতো,3
অনুর্ধ্ব ১৯ বিশ্ব কুয়েতে ৮ম আন্তর্জাতিক কোরআন প্রতিযোগিতায় ৬২ দেশকে হারিয়ে চ্যাম্পিয়ন হয়েছেন বাংলাদেশের হাফেজ সাইফুর রহমান,0
এক দাঙ্গাবাজ প্রধান মন্ত্রী আপনাকে এদেশে স্বাগতম,2
শাকিব খানবুবলী অভিনীত বীর ১৪ ফেব্রুয়ারি মুক্তির সম্ভাবনার শোনা হায়াত পরিচালিত বীর ছবির শুটিং ডাবিং শেষ,0
এসব দেখেও এক শ্রেণির শিক্ষিত মানুষ মেয়েদের ঘরে বাচ্চা পালা আল্লাহ জানেন জানি শত বিদুষী নারী শ্রেণির মানুশের ঘরে জন্মানোর ঘরে বউ হয়ে যাওয়ার দরুন ঝরে,3
বোধ সময় কষ্ট দিয়েছে নিজেকে মানুষ ছোট হয়েছে পরিণতিতে ভেতর নিজেকে লুকিয়ে রাখার মনোবৃত্তি তৈরি হয়ে যায় সময় পালিয়ে পারলেই স্বস্তি বোধ,1
নোট বিশ্বাসযোগ্যতা হারাবে নকল নোটের রাতারাতি নিঃস্ব,1
রাজধানীর জাতীয় অর্থোপেডিক হাসপাতাল পুনর্বাসন প্রতিষ্ঠানে পঙ্গু হাসপাতাল করোনাভাইরাসে আক্রান্ত রোগী — ছড়িয়ে পড়লে সোমবার সবাই আতঙ্কিত হয়ে পড়েন,4
ধুর শেষে হিরোকেই মাইরা ফালাইসে,3
মহা খুশিএই মেয়ে পরশ পাথরের মতযতক্ষণ পাওয়া যায় ততক্ষন মুহূর্তগুলো স্বর্ণের মত দামী,0
ভয়ে দম বন্ধ যোগার পা অবশ হয়ে অদৃশ্য শক্তি দেহকে মত পেচিয়ে রেখেছে,4
তলায় ১২০ সিঁড়ি ১০ খানা সিঁড়িও পেরোতে ফ্ল্যাটে সুত্রপাত হওয়া আগুনের গরম হলকা গায়ে লাগছে,4
সাবান দিয়ে ধোবেন নৌকা মার্কায় ভোট দিবেনবাহ চট্টগ্রাম চোদনাকে মেয়র পেতে,3
৫০তম জন্মদিন কাল ড্যারেন লেম্যান ছেলের ক্রিকেট ম্যাচ গিয়েছিলেন গোল্ডকোস্টে উদ্‌যাপন জন্মদিন হঠাৎ ব্যথা কিংবদন্তি অস্ট্রেলীয় ব্যাটসম্যান সাবেক কোচের হাসপাতালে,1
জিকু নামের দোকানের মালিক নজরুল ইসলাম ঈদে কৃষকেরাই দোকানে খরচ গত ঈদের সময় প্রতিদিন দুইআড়াই লাখ টাকার কাপড় বেচতাম ধানের দাম কম হওয়ায় সপ্তাহেও কৃষকের কৃষক দোকানের বিক্রিও কম,1
ইন্টারেষ্টিং করসিলাম একটুও ভালো লাগসে হাফ অফ দিসি,3
অন্যান্য এলাকাওয়ার্ডের বেসিক নিডগুলো পূরণ জামালখানে নিড খুঁজে পাওয়া এডভান্সড নিড মেটাতে জামালখান সাজছে সময়ে জামালখান সাজছে সময়ে ওয়ার্ডএলাকায় ভগ্ন রাস্তায় হাটছি 😢,1
ঈদুল আযহা বৃহস্পতিবার নোট বিনিময়ের বাজারে ছেড়েছে বাংলাদেশ ব্যাংক আগস্ট সাপ্তাহিক সরকারি ছুটির ছাড়া বাংলাদেশ ব্যাংকের অফিসের কাউন্টারের জনসাধারণের নোট বিনিময়,0
এতো সুনছি খালু গান আজকে আসলাম গানটা সুনতে আসার বুজলাম এমবি সাথে মজা লয়,3
এক থাপ্পড়ে সবগুলো দাঁত বেটির রোগ ভালো হয়ে আশা উল্টো ঝুলিয়ে পিটিয়ে তক্তা,2
তোমাকে সহ্য,3
মন খুলে হাসলাম,0
বিদঘুটে আওয়াজ আম্মু ভয়ে এক কাপছিলাম উঠে লাইট জ্বালাবো সাহস পাচ্ছিলাম,4
মত একজন ভালো মানুষেকে সড়ক পরিবহন মন্ত্রণালয় গুলা উনার লিফলেট বানাইতেছে জুতা জারু লিফলেট কুরুচিপূর্ণ বার্তা লিখে দিতেছেউনাকে ন্যায্য সম্মান বাঙালির কর্তব্য,1
ছন্দ মিলছে মন সারাক্ষন মাঝে গভীর ভালোবাসা ভালোবাসার মাঝে বেকুলতা,0
সত্যিই মদিনাকে আবরণে ঢেকে হয়েছে শব্দকেও ধর্মীয় বানিয়ে রেখেছি,3
শব্দমেট্রো ভালোবাসার জায়গা♥ গতকাল ৩০০১২০২০ শব্দমেট্রো টিম মেম্বাররা অন্যতম সুন্দর কাটিয়েছি বুদ্ধি টা প্রেসিডেন্ট Sakib Ul Alam,0
দায়িত্ব ঘরে থাকুন দেখেন দেশের সকল দায়িত্বশীলেরা গ্রিন হাউজে মত আসন পেতে সুরক্ষা,3
পাওয়ার চাইতে হারানাের ব্যাথাটা সত্যিই কষ্টের,1
হঠাৎ হলোওর বড় পরিবর্তন এসেছে উচ্ছলতা সাথে কথাও দায়ষারা ভঙ্গিতে,1
তোদের আল্লার গজব দুর্নীতি জনগনের টাকা লুটে খাইচস টাকা দিয়ে PPT পওয়া যায়,2
অভিযোগে বুধবার ৩টা বিশ্ববিদ্যালয় ক্যাম্পাস উত্তাল হয়ে উঠেছিল এসময় ক্ষুব্ধ শিক্ষার্থীদের বিরুদ্ধে ছাত্রকল্যাণ পরিচালকের কার্যালয়ের জানালা নেমপ্লেট ভাঙা বিশ্ববিদ্যালয়ের বিভাগের তালায় সুপার গ্লো লাগিয়ে অভিযোগ উঠেছে,2
ফালতু কাহিনী বাঙ্গালী ওমুসলিম পারিবারিক সমাজকে নোঙ্গরা ভুলভাবে উপস্থাপন হয়েছে এসমস্ত ওয়েব সিরিজ সর্ট ফিল্ম সামাজিক পারিবারিক বিরুপ প্রভাব ফেলছে,3
আসলে দূর্যোগের সময়ে বাংলাদেশের প্রেক্ষাপট শিক্ষকেরা বুঝেও বুঝেন উনাদের রাগ উঠে,3
জানালার দেখি চারিদিকে মানুষের ভীর গাছে এলোমেলো শাড়ি জড়ানো লাশ ঝুলছে হজুরের বউয়ের লাশ যায়গাটায় শেষ এসেছিলাম,4
ছোট ভাইটাকে দেখলাম এক এক গরীব ক্ষুধার্ত মুখে খাবার দিচ্ছে মনটাই জুড়িয়ে ভাইটা ভালো মানুষ হয়ে উঠছে,0
নিউজিল্যান্ডের যুব বিশ্বকাপের সেমিফাইনালের অনূর্ধ্ব১৯ দলকে আশার শোনালেন জাতীয় দলের ক্রিকেটার মেহেদী হাসান মিরাজ,0
রান্না ভয় পায় বেড়াল দেখলে কেঁপে ওঠে,4
ভেতরে ভেতরে ভয় গেছি মেয়েটা সাথে মাইন্ড গেইম খেলছে বয়সে খেলার শেখার কথাই,4
সোনার ছেলেদের বুঝাই যাইতেসে পারতেসে অন্যরেও,3
শহর গলির খবর রাখো শত চিন্তার চাষাবাদ খোঁজ জানো,1
বিরহএত কষ্টএত দুঃখ প্রকাশ পেয়েছে গানটায় 😭😭 নাপাওয়ার কষ্টের,1
জেনে আনন্দিত সাথেই পণ্য ব্যবহারের পণ্য সংক্রান্ত মূল্যবান মতামত আশা ধন্যবাদ,0
আজকের আলো পত্রিকাটা রাখবো ১০ টা সৃতির অনন্যতম হয়ে 🖤❤ঈদমোবারক ❤😍,0
ভয়ের ভয়ের মানসিক থাকি,4
পাগলের হাটতে থাকি কোথায় জানি প্রেতের ঘুম চোখ অন্ধ চায় হাটতে হাটতেই ঘুমিয়ে কোথায় জানি,4
অতনু স্টাডি টেবলে রুবুকে নাড়াচাড়া কাজকর্ম‌ও রোবোটিক্স উল্লসিত পছন্দের,0
হঠাৎ বুঝতে পারলাম ভয়ে ঘেমে উঠেছিভয়ংকর এক সম্ভবনার উকি দিচ্ছে মনেকাঁপা গলায় জিজ্ঞেস করলাম ছবিটা,4
গান টা শুনলে গায়ে কাটা দিয়ে উঠে সত্তি অদ্ভুত গান দুজন দুজন ভালোবাসলেও দুরে ফ্যামিলির আজও মন পড়ে,1
সত্যিই বাংলার জিত জদি বাংলাদেশের নায়ক হইতো কিং খান শাকিব খানের সাথে টক্কর দিয়ে পজিশনে আসতে পারতো শাকিব খান অল রাউন্ডের হিরো শাকিব খানের সাথে তুলনা,2
দেশের ক্রিকেটে সবচেয়ে বড় তারকা সাকিব আল হাসান অন্যদিকে প্রশাসনিকভাবে দেশের সবচেয়ে গুরুত্বপূর্ণ ব্যক্তি প্রধানমন্ত্রী শেখ হাসিনা দুজনের যোগাযোগটা নিবিড় পারিবারিক উন্নীত হয়েছে,0
পুলিশ তারারে যায় মানুষ নামের জানোয়ার রিক্সাওয়ালার টাকায়ই পুলিশএর দেয় সরকার বললামনা মন চায় মুখ খারাপ লাভ,3
সারা পৃথিবীর করোনা আক্রমণ সবাই অপরের সহযোগিতা তাগিদ করোনা হারিয়ে চাইছেন ছবি মহা লজ্জা সমগ্র মানব জাতির,3
গানটা শনি শুনতে ইচ্ছা,0
ইয়েমেনে সামরিক প্রশিক্ষণ শিবিরে ক্ষেপণাস্ত্র হামলায় ৮০ সেনার মৃত্যু হয়েছে শনিবার দেশটির কেন্দ্রীয় প্রদেশ মারিবে ঘটনা ঘটে হামলায় আহত হয়েছে,2
আকস্মিকভাবে সাথে যাওয়ায় খানিকটা বিব্রতবোধ করতেছিলাম পরিবারের প্রত্যেকেই উচ্চশিক্ষিত ভাবার অন্যদের তুলনায় নাকউঁচা,3
পুলিশের তালিকাভুক্ত সন্ত্রাসী সরোয়ার হোসেন নুরনবী ম্যাক্সন মাস চাঁদাবাজির ভাগবাঁটোয়ারা বিদেশের মাটিতে মারামারিও,2
প্র‍তিটি সেইসামনে আরো ভালো গান পাবো ✌,0
মাশাআল্লাহ আল্লাহ সুবহানাহু তায়ালা জ্ঞানের পরিধি বৃদ্ধি শায়েখ,0
রিভার প্লেট সমর্থকরা গেলেন লজ্জার এক ঘটনায় বোকা জুনিয়র্সের খেলোয়াড়দের ন্যাক্কারজনক হামলা চালিয়েছে সমর্থকরা,3
শিক্ষা হইছে পর্দা ফেলতে বললি মাথাতো গরম,2
নিজেকে মেয়েটার মায়ের জায়গায় কল্পনা চাচ্ছেন রাগ লাগতেসে অসহায় লাগতেসে চিন্তা ভয়েস রেইজ,2
বাংলাদেশকাতার এয়ারওয়েজ কাতার এয়ারওয়েজ কার্গো কাতার রেড ক্রিসেন্ট সোসাইটি এন্ড চ্যারিটি অর্গানাইজেশন বক্স অফ হ্যাপিনেসের অংশীদারিত্বে রয়েছেবক্স অফ হ্যাপিনেস বৃহস্পতিবার বাংলাদেশে সুবিধাবঞ্চিত স্কুল শিশুদের ৫০০ বক্স খেলনা প্রদান,0
মাঝে মাঝে তব পাইচিরদিন পাইনা,1
জনপ্রিয় সুরকার সংগীত পরিচালক ফুয়াদ আল মুক্তাদির দীর্ঘদিন অসুস্থ নিউইয়র্কে ফুয়াদের দেহে অস্ত্রোপচার বিপদ কাটিয়ে ফুয়াদ দারুণভাবে এসেছেন আসাকে উদ্‌যাপন বন্ধু সহকর্মী ভক্তরা,0
মেয়েরা নারী বাদি হয়ে ১০ পা আগাই টেনে ১৫ পা পিছায় দেই সমাজ ব্যবস্থা,3
এলাকায় চুরি ভোট ডাকাতি,2
বাংলাদেশের বস্তিবাসী মানুষ গুলোকে দেখলে কলিজা পুড়ে যায় কষ্টের জীবন আল্লাহ,1
পশ্চিমবঙ্গের মুখ্যমন্ত্রী তৃণমূল নেত্রী মমতা বন্দ্যোপাধ্যায় বিজেপি গুজরাট মডেল প্রয়োগ দিল্লিতে গণহত্যা দিল্লিতে,3
আছি একা ভাবছি তোমায় হঠাৎ চোখে জল জানো চোখের জল আনন্দের কষ্টের কষ্টের এতো কষ্ট তোমাকে দেই ভাল থাকো সুখে থাকো দোয়া,1
ভাবছিলাম কমেন্টের নির্ভর নাটকটা দেখব নাটক সমন্ধে কমেন্টই মত লিখে অথছ পড়ার টেবিলে ছোট খাতাটা মাসেও শেষ,3
শিওর গাঁজা খেয়ে প্রশ্ন মেয়েগুলা আন্তর্জাতিক কমপিট প্রেশার সিচুয়েশনে ঘাবড়ে গ্রুমিং ছাগলে পুরা শো ক্রিঞ্জ,3
অবশেষে এক মাঝরাতে ফোনটি আশংকায় ঘুমাতে পারছিলাম,4
স্মার্ট মেয়র পাবো জানি স্যার,1
বিদায়ের সময় দাদী কাঁদছেন মুরুব্বীদের সচারচর দেখি শক্ত কান্না থামাতে বুঝা বাজে,1
ছুটির ঘুম আসে দুপুরে অফিসে ঢলে পড়ি বড্ড মুশকিলে পড়া,3
আল্লাহ করুক ইউরোপআমেরিকার মত মহামারি দেশ ত সারা মারা যায় দেশ মিনিট মারা ১০ সুধু চিকিৎসার,4
গত বছর নিউজিল্যান্ডের ক্রাইস্টচার্চের মসজিদে একজন বন্দুকধারীর গুলিতে ৪৯ নামাজরত মুসলমান নিহত বন্দুকধারীদের হামলার আতঙ্ক রয়েছে বিশ্ব,4
সুন্দর বাংলা গান টিকে বিকৃত দিয়েছে গান টিকে বয়কট,3
বৈশাখ দিলো নতুনের ডাক পুরোনো দুঃখ মুছে খুশির হর্সে ভোরে মন প্রাণ,0
এফ মেনেজমেন্ট চোর বাটপার সুনামধন্য প্রতিস্ঠানের সুনাম নষ্ট হয়এই মূহুর্তে চাকরি উচিৎ,3
অস্থির লেভেলের এতো দেরিতে কমেন্ট শুনলাম রিলিজ পাওয়ার শুনেছি ছোট ভার্শন পেয়ে গেলাম কমেন্ট করলাম 🎶💕💞💗💚💓👍💝,0
তোকে তোর স্মৃতি গুলো কখনই পারবো,1
আল্লাহ বিয়ে রিজিকে বরকত দান করুন বিয়ে আল্লাহ বিয়ে তাওফিক দান করুন,0
পেছনে দাঁড়িয়ে ভয়ের ভয় পেলাম,4
টেরও পেলেননা অমূল্য জিনিস চুরি দিল কতোটা অমানবিক কতোটা পশু মানুষের নৃশংস সম্ভব,3
বাংলাদেশের এমপি মন্ত্রীদের এমনভাবে শিক্ষিত লোক ভ্যানচালক সুন্দর তারাও মানুষ ছোট চোখে বলব এমপি মন্ত্রী মহোদয় শিখা,3
সুন্দর পানি নামছে দুইটা একটু ছোট ছোট ঝর্ণা দুইটা একটু বড় পানি পড়ছে ভালো,0
যতোটুকু দিছি গলানোর কতো দান,2
দেশ হইছে মানুষের রক্তের দিয়া সাধারণের রক্তের দিয়া চেয়ারের মানুষদের খেয়াল টাকাওয়ালা শিল্পপতিদেরও সমস্যা,3
চট্টগ্রামের মানুষরা সিভিল সার্জনকে মারে সবকিছু বিক্রি ফেলছে,2
এতোদিন বাটা ফালাইছেএখন পাপিয়ার অপরাধ জগতের পরিচিতি খাওয়ার বালের সাংবাদিকতা,2
সরকারী খাসজমি অবৈধ দখল কনকর্ড গ্রুপ লেকসিটি তৈরি বাটপার কোম্পানী কনকর্ড গ্রুপ বিগত সরকারের আমলে আজিমপুরে এতিম খানার একর জায়গা অবৈধ উপায় দঝল বহুতল ভবন বানায় উচ্চ আদালত ভোগদখলকে অবৈধ ঘোষণা ভবন এতিমখানাকে দিয়ে দিয়েছে,2
সহ্য পারছিনা চিৎকার চলেছে ফিসফিস চলেছেকারা ঘুরছে মারিয়াকে ঘিরেযন্ত্রণায় চোখ গুলো উপড়ে আসতে,4
ফার্স্ট প্রফ রেজাল্ট দিলআপ্রাণ পাশ খাতায় নাম উঠাতে পারিনিহতাশ হয়ে রুমে কাঁদছিলাম,1
লাইফে বড় জায়গাটায় ডোনেট করবস্বপ্ন দেখানোর মত প্ল্যাটফরম,0
প্রতিদিন বাঁচো যেভাবে ভাল্লাগে দুরাশা শুদ্ধ আশা বাঁচো শেখো বেশীদিন নাহ অল্পদিন জীবন জীবনাবাসন হাঁসিতে হতাশায়,0
স্বর্ন চিনিনাইমিটেশনের দাম স্বর্নের চেয়ে বেশিসরি স্যারমাফ করিয়েননা আমাদেরকেএসবের যোগ্য,1
চুয়েট সবচেয়ে ভালোলাগার চুয়েটে সবচেয়ে সুন্দর সময় সিজন,0
বিক্রি দিয়া আসতেছে পুরা লজ্জার বিষয় মেরুদণ্ডহীন রাজনৈতিক ব্যক্তিত্ত্বরা এইসব নিয়া,3
গা শিহরে উঠে ভয়ে পিছনের গুলো টান খেয়ে দাড়িয়ে যায় দিয়ে গরম ভাপ বেরুচ্ছে ভয়ে ভিতর ঢিপ ঢিপ নিশ্বাস ঘন ঘন পড়ে এক অবিশ্বাস্য ব্যাপার,4
আজও কাদাঁয় স্মৃতিগুলো ভেংগে দেয় মন অবেলায় একা লেখা চিঠি গূলো শূণ্যতায় হারায়,1
রোনালদো জুভেন্টাসে যাওয়ার রিয়াল মাদ্রিদ সমস্যায় পড়েছিল মেসি বার্সেলোনাও বিপদে পড়বে পেপ গার্দিওলা,4
আঙ্গুল কালাগাছ ধরাকে সরজ্ঞান এমনিতেই ভালই টাকা চাইলেই আঁতে ঘা,3
রাগী মেয়েদের মন বুঝতে বোকা রাগ টা মুখে অফুরন্ত ভালোবাসা,0
জীবনে পহেলা জানুয়ারি ক্লাস শোকজ দিসে,1
ধন্যবাদ আপনাকে বাংলাদেশ ক্রিকেট নিজেকে কষ্ট দিয়েও দলকে ধন্যবাদ,0
ভালো ঘোড়াকে ছেড়ে অনভিজ্ঞ দুর্বল লোক এরকমই পেছন চিৎকার উঠলেন যুবরাজ,3
ঢাকা বিশ্ববিদ্যালয়ের হাজী মুহম্মদ মুহসীন কক্ষ অস্ত্র মাদকসহ শিক্ষার্থীকে আটক হয়েছে আটকের বিশ্ববিদ্যালয়ের প্রক্টরিয়াল বডি পুলিশে সোপর্দ গোপন সংবাদের ভিত্তিতে মঙ্গলবার মুহসীন ১২১ নম্বর কক্ষে অভিযান চালায় বিশ্ববিদ্যালয়ের প্রক্টরিয়াল বডি অভিযানে অস্ত্র মাদক ছাড়াও পাওয়া সিসি ক্যামেরা লাঠি হাতুড়ি বঁটি,2
পূর্বে যেই ঘটনার সম্পর্কে চেয়েছে ক্ষয়ক্ষতি হয়েছেই পুরো এলাকা ভয়ে একাকার,4
ডিপার্টমেন্টের টান থাকার মানুষ বড় বাইঞ্চোদ হওয়ায় সাথে অনেকেরই বন্ধ পারিনা,3
ওহ পল্লব ভাইও লিখে ফেলসে আনন্দ করোনাকাল কোলাকুলি ভাইয়া,0
যেভাবে বলতেছে জনগনের বিপুল পরিমান ভোট পেয়ে ক্ষমতায় এসেছেন নির্লজ্জ কোথাকার,2
u টিমও ফাইজমালি করসে😠,3
হেলাল😜 মুঝে এইসব দম বন্ধ বলিউডের নাম বন্ধ করুক,3
তেলাপোকার এলো ভয় পেলাম,4
দুঃখ লাগতেসে জুনিয়র ব্যাচগুলোর মোস্ট সিনিয়র এট লিস্ট পার্সোনালি হয়না এতো Humiliate এরপরও চিন্তা সামষ্টিক চিন্তা করিতাহলে আসলে উলুবনে মুক্তা ছড়ানোর হয়ে যায় দিনশেষে আমাদেরকেই,1
১০ একজন খারাপ ডাক্তার আলেম ইঞ্জিনিয়ার জন্যগালি দিই ১০ জনকেইবাকি নয়জনের প্রশংসাটা মুখে বোম মারলেও হয়না,3
গত দিনগুলো খোঁজখবর নিয়েছেন সবাইকে ভালোবাসি ১৪০১ সালে জন্ম গাভিটির দুধ বাচ্চা বিয়োনোর উপযোগিতা থাকার ভালোবেসেছেন এতগুলো বছর কৃতজ্ঞ,0
